No;Nomor Laporan;Tanggal Laporan;Tanggal Penilaian;Nilai Wajar Laporan;Deskripsi Objek;Nama Unit;Pemohon ;Nomor Surat Permohonan;Kategori Penilaian;Tanggal Permohonan Diterima;Objek Penilaian;Jumlah Objek Laporan;Nomor Surat Tugas;Tanggal Mulai Survey ;Tanggal Selesai Survey;Nomor Surat Kelengkapan ;Tanggal Surat Kelengkapan ;Nomor Surat Balas Kelengkapan ;Tanggal Surat Balas Kelengkapan ;Nota Dinas Tenaga Bantuan ;Tanggal Nota Dinas Tenaga Bantuan ;Nomor Nota Dinas Balas Bantuan ;Tanggal Balas Bantuan ;Nomor Surat BATKD Kirim ;Tanggal Surat BATKD Kirim ;Nomor Balasan Pemohon BATKD;Tanggal Balasan Pemohon BATKD;Nomor BATKD;Tanggal BATKD;Nomor Surat Penyerahan ;Tanggal Penyerahan ;Jenis Objek ;Jenis Objek Lainnya ;Tujuan Penilaian 1;Tujuan Penilaian 2;Tujuan Penilaian Lainnya ;Total Objek Permohonan ;Nomor Surat Konfirmasi ;Tanggal Surat Konfirmasi ;Nomor Surat Balas Konfirmasi;Tanggal Surat Balas Konfirmasi
883;LAP-0196/1/PRO-01/KNL.1601/01.03.01/2024;01-03-2024;23-02-2024;648531000;Barang Rampasan Negara Selain Tanah dan/atau Bangunan berupa Excavator Hitachi;Kantor Pelayanan Kekayaan Negara dan Lelang Manado;KEJAKSAAN NEGERI BITUNG;B-93/P.1.14/Cu.1/01/2024;Penilaian Properti;20-02-2024;Barang Rampasan;1;ST-134/KNL.1601/2024;22-02-2024;23-02-2024;;;;;;;;;;;;;;;S-533/KNL.1601/2024;01-03-2024;Lain - lain;EXCAVATOR HANDPHONE LOADSPEAKER;Penilaian Barang Sitaan Guna Penjualan Secara Lelang;Lainnya;KPKNL MANADO;9;;;;
884;LAP-0145/2/PRO-01/KNL.0503/01.03.01/2024;28-02-2024;21-02-2024;946000;Sepeda Motor Honda WIN;Kantor Pelayanan Kekayaan Negara dan Lelang Metro;Kantor Pelayanan Kekayaan Negara dan Lelang Metro - KPKNL_PKN;B-008/18041/PL.810/01/2024;Penilaian Properti;20-02-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-117/KNL.0503/202;21-02-2024;21-02-2024;;;;;;;;;;;;;;;ND-4/KNL.0503/PiPem.4/2024;28-02-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;12;;;;
885;LAP-0197/1/PRO-01/KNL.1601/01.03.01/2024;01-03-2024;23-02-2024;78000;Barang Rampasan Negara berupa 1 buah Loadspeaker QS-7806 dan 1 buah Handphone Samsung Duos;Kantor Pelayanan Kekayaan Negara dan Lelang Manado;KEJAKSAAN NEGERI BITUNG;B-93/P.1.14/Cu.1/01/2024;Penilaian Properti;20-02-2024;Barang Rampasan;2;ST-134/KNL.1601/2024;22-02-2024;23-02-2024;;;;;;;;;;;;;;;S-533/KNL.1601/2024;01-03-2024;Lain - lain;EXCAVATOR HANDPHONE LOADSPEAKER;Penilaian Barang Sitaan Guna Penjualan Secara Lelang;Lainnya;KPKNL MANADO;9;;;;
886;LAP-0200/1/PRO-01/KNL.1601/01.03.01/2024;01-03-2024;23-02-2024;648000;Barang Rampasan Negara berupa 1 Buah Handphone Xiaomi;Kantor Pelayanan Kekayaan Negara dan Lelang Manado;KEJAKSAAN NEGERI BITUNG;B-93/P.1.14/Cu.1/01/2024;Penilaian Properti;20-02-2024;Barang Rampasan;1;ST-134/KNL.1601/2024;22-02-2024;23-02-2024;;;;;;;;;;;;;;;S-533/KNL.1601/2024;01-03-2024;Lain - lain;EXCAVATOR HANDPHONE LOADSPEAKER;Penilaian Barang Sitaan Guna Penjualan Secara Lelang;Lainnya;KPKNL MANADO;9;;;;
887;LAP-17/1/PRO-01/KNL.0502/01.02.01/2024;19-02-2024;26-02-2024;32291000;Sewa Sebagian Tanah dan/atau Bangunan Koridor untuk Kabel Fiber Optik (PT SPN);Kantor Pelayanan Kekayaan Negara dan Lelang Bandar Lampung;Kantor Pelayanan Kekayaan Negara dan Lelang Bandar Lampung - KPKNL_PKN;ND-15/KNL.050202/2024;Penilaian Properti;11-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-53/KNL.0502/2024;24-01-2024;26-01-2024;;;;;;;;;;;;;;;ND-34/KNL.0502/PiPem.3/2024;19-02-2024;Tanah;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;4;;;;
888;LAP-0016/1/PRO-01/KNL.1102/01.02.01/2024;01-03-2024;01-03-2024;49952000;Sewa Tanah;Kantor Pelayanan Kekayaan Negara dan Lelang Singkawang;Kantor Pelayanan Kekayaan Negara dan Lelang Pontianak - KPKNL_SUBBAG_UMUM;ND-168/KNL.1101/2024;Penilaian Properti;27-02-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-96/KNL.1102/2024;29-02-2024;01-03-2024;;;;;;;;;;;;;;;ND-186/KNL.1102/2024;01-03-2024;Tanah;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;1;;;;
889;LAP-0082/1/PRO-01/KNL.0402/01.03.01/2024;01-03-2024;22-02-2024;22808000;selain tanah dan bangunan berupa kendaraan bermotor roda empat;Kantor Pelayanan Kekayaan Negara dan Lelang Palembang;Direktorat Jenderal Rehabilitasi Sosial;435/4.1/PL.06.00/01/2024;Penilaian Properti;20-02-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-278/KNL.0402/2023;22-02-2024;22-02-2024;;;;;;;;;;;;;;;S-484/KNL.0402/2024;05-03-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;2;;;;
890;LAP-0024/1/PRO-01/KNL.0204/01.03.01/2024;04-03-2024;22-02-2024;9846000;Objek penilaian adalah barang rampasan negara berupa 3 unit sepeda motor;Kantor Pelayanan Kekayaan Negara dan Lelang Padang Sidimpuan;Kantor Pelayanan Kekayaan Negara dan Lelang Padang Sidimpuan - KPKNL_PENILAIAN;B-314/L.2.30/Kpa.5/02/2024;Penilaian Properti;16-02-2024;Barang Rampasan;3;ST-63/KNL.0204/2024;20-02-2024;22-02-2024;;;;;;;;;;;;;;;S-116/KNL.0204/2024;05-03-2024;Peralatan dan Mesin, Lain - lain;Kayu;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;4;;;;
891;LAP-0022/1/PRO-01/KNL.0204/01.02.01/2024;04-03-2024;22-03-2024;3061000;Objek penilaian adalah BMN berupa Tanah yang dimanfaatkan sebagai kantin;Kantor Pelayanan Kekayaan Negara dan Lelang Padang Sidimpuan;Kantor Pelayanan Kekayaan Negara dan Lelang Padang Sidimpuan - KPKNL_PKN;806/KPT.W2.U/KU.01.10/I/2024;Penilaian Properti;16-02-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-63/KNL.0204/2024;20-02-2024;22-02-2024;;;;;;;;;;;;;;;ND-38/KNL.0204/PiPem.4/2024;04-03-2024;Tanah;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;1;;;;
892;LAP-0043/1/PRO-01/KNL.1604/01.03.01/2024;05-03-2024;01-03-2024;2869000;3 (tiga) unit sepeda motor merk Honda Supra Fit dan Yamaha Vixion;Kantor Pelayanan Kekayaan Negara dan Lelang Ternate;KANTOR WILAYAH KEMENTERIAN HUKUM DAN HAK ASASI MANUSIA MALUKU UTARA;W.29.PB.06.01-1000;Penilaian Properti;27-02-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);3;ST-110/KNL.1604/2024;29-02-2024;01-03-2024;;;;;;;;;;;;;;;S-96/KNL.1604/2024;05-03-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;3;;;;
893;LAP-0052/1/PRO-01/KNL.0403/01.03.01/2024;06-03-2024;01-03-2024;25437000;satu unit kendaraan roda empat roda empat merk toyota kijang kf 80 lx tahun 2003 nopol bg 1362 dz;Kantor Pelayanan Kekayaan Negara dan Lelang Lahat;Kantor Pelayanan Kekayaan Negara dan Lelang Lahat - KPKNL_PKN;ND-84/KNL.040302/2024;Penilaian Properti;28-02-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-108/KNL.0403/2024;01-03-2024;01-03-2024;;;;;;;;;;;;;;;ND-171/KNL.0403/2024;06-03-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;3;;;;
894;LAP-0054/1/PRO-01/KNL.0403/01.03.01/2024;06-03-2024;01-03-2024;27877000;satu unit kendaraan roda empat merk nissan grand livina xv m/t tahun 2008 nopol bg 1409 dz Nup.2;Kantor Pelayanan Kekayaan Negara dan Lelang Lahat;Kantor Pelayanan Kekayaan Negara dan Lelang Lahat - KPKNL_PKN;ND-84/KNL.040302/2024;Penilaian Properti;28-02-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-108/KNL.0403/2024;01-03-2024;01-03-2024;;;;;;;;;;;;;;;ND-171/KNL.0403/2024;06-03-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;3;;;;
895;LAP-0019/1/PRO-01/KNL.1701/01.01.00/2024;07-02-2024;01-02-2024;50691000;Laporan Hasil Penilaian Barang Rampasan;Kantor Pelayanan Kekayaan Negara dan Lelang Ambon;Kejaksaan Negeri Buru;B-687/Q.1.14/Kpa.5/12/2023;Penilaian Properti;26-01-2024;Barang Rampasan;1;ST-45/KNL.1701/2024;31-01-2024;01-02-2024;;;;;;;;;;;;;;;S-60/KNL.1701/2024;07-02-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Penyusunan Neraca Pemerintah Pusat;;1;;;;
896;LAP-0038/1/PRO-01/KNL.1201/01.02.01/2024;07-02-2024;31-01-2024;25071000;Sewa sebagian tanah untuk penempatan mesin atm bri;Kantor Pelayanan Kekayaan Negara dan Lelang Palangkaraya;Kantor Pelayanan Kekayaan Negara dan Lelang Palangkaraya - KPKNL_PKN;ND-17/KNL.120102/2023;Penilaian Properti;25-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-22/KNL.1201/2024;31-01-2024;31-01-2024;;;;;;;;;;;;;;;ND-22/KNL.1201/PiPem.4/2024;07-02-2024;Tanah;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;1;;;;
897;LAP-0080/2/PRO-07/KNL.0503/01.03.01/2024;07-02-2024;26-01-2024;1363000;"Kendaraan Bermotor Roda Dua Jenis Sepeda motor 
Merk Yamaha RXK";Kantor Pelayanan Kekayaan Negara dan Lelang Metro;Kantor Pelayanan Kekayaan Negara dan Lelang Metro - KPKNL_PENILAIAN;900/05/V.09-WK/2024;Penilaian Properti;16-01-2024;Barang Milik Daerah;1;ST-42/KNL.0503/2024;25-01-2024;26-01-2024;;;;;;;;;;;;;;;S-105/KNL.0503/2024;07-01-2024;Peralatan dan Mesin;;Penilaian Barang Milik Daerah;Pemindahtanganan - Penjualan;;117;;;;
898;LAP-0086/2/PRO-07/KNL.0503/01.03.01/2024;07-02-2024;26-01-2024;1199000;"Kendaraan Bermotor Roda Dua Jenis Sepeda motor 
Merk Yamaha RXK";Kantor Pelayanan Kekayaan Negara dan Lelang Metro;Kantor Pelayanan Kekayaan Negara dan Lelang Metro - KPKNL_PENILAIAN;900/05/V.09-WK/2024;Penilaian Properti;16-01-2024;Barang Milik Daerah;1;ST-42/KNL.0503/2024;25-01-2024;26-01-2024;;;;;;;;;;;;;;;S-105/KNL.0503/2024;07-01-2024;Peralatan dan Mesin;;Penilaian Barang Milik Daerah;Pemindahtanganan - Penjualan;;117;;;;
899;LAP-0096/2/PRO-07/KNL.0503/01.03.01/2024;07-02-2024;26-01-2024;46000;"Kendaraan Bermotor Roda Dua Jenis Sepeda motor 
Merk Yamaha";Kantor Pelayanan Kekayaan Negara dan Lelang Metro;Kantor Pelayanan Kekayaan Negara dan Lelang Metro - KPKNL_PENILAIAN;900/05/V.09-WK/2024;Penilaian Properti;16-01-2024;Barang Milik Daerah;1;ST-42/KNL.0503/2024;25-01-2024;26-01-2024;;;;;;;;;;;;;;;S-105/KNL.0503/2024;07-01-2024;Peralatan dan Mesin;;Penilaian Barang Milik Daerah;Pemindahtanganan - Penjualan;;117;;;;
900;LAP-0011/1/PRO-01/KNL.0902/01.02.01/2024;01-02-2024;10-01-2024;40074000;"BARANG MILIK NEGARA
SEBAGIAN TANAH DAN BANGUNAN 
KEPOLISIAN RESOR SUKOHARJO 
Jalan A Yani Nomor 45, Kelurahan Kartasura, Kecamatan Kartasura, 
Kabupaten Sukoharjo, Provinsi Jawa Tengah";Kantor Pelayanan Kekayaan Negara dan Lelang Surakarta;Kantor Pelayanan Kekayaan Negara dan Lelang Surakarta - KPKNL_SUBBAG_UMUM;ND-11/KNL.090202/2024;Penilaian Properti;05-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST- 26/KNL.0902/2024;09-01-2024;10-01-2024;;;;;;;;;;;;;;;ND-42/KNL.0902/PiPem.4/2024;30-01-2024;Tanah, Bangunan;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;10;;;;
901;LAP-0109/2/PRO-07/KNL.0503/01.03.01/2024;07-02-2024;26-01-2024;46000;"Kendaraan Bermotor Roda Dua Jenis Sepeda motor 
Merk Yamaha";Kantor Pelayanan Kekayaan Negara dan Lelang Metro;Kantor Pelayanan Kekayaan Negara dan Lelang Metro - KPKNL_PENILAIAN;900/05/V.09-WK/2024;Penilaian Properti;16-01-2024;Barang Milik Daerah;1;ST-42/KNL.0503/2024;25-01-2024;26-01-2024;;;;;;;;;;;;;;;S-105/KNL.0503/2024;07-01-2024;Peralatan dan Mesin;;Penilaian Barang Milik Daerah;Pemindahtanganan - Penjualan;;117;;;;
902;LAP-0033/1/PRO-01/KNL.0304/01.03.01/2024;05-02-2024;31-01-2024;1125000;Limbah padat scrap berupa 7 (tujuh) unit sepeda motor;Kantor Pelayanan Kekayaan Negara dan Lelang Batam;Kantor Pelayanan Kekayaan Negara dan Lelang Batam - KPKNL_SUBBAG_UMUM;ND-38/KNL.030402/2024;Penilaian Properti;17-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);7;ST-98/KNL.0304/2024;29-01-2024;30-01-2024;;;;;;;;;;;;;;;ND-114/KNL.0304/2024;02-02-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;7;;;;
903;LAP-0040/1/PRO-01/KNL.0304/01.03.01/2024;13-02-2024;31-01-2024;4014000;1 (satu) unit kendaraan bermotor roda dua berupa sepeda motor merk/tipe honda megapro GL 160 D nomor plat BP 3324 B;Kantor Pelayanan Kekayaan Negara dan Lelang Batam;Kantor Pelayanan Kekayaan Negara dan Lelang Batam - KPKNL_SUBBAG_UMUM;ND-46/KNL.030402/2024;Penilaian Properti;22-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-98/KNL.0304;29-01-2024;30-01-2024;;;;;;;;;;;;;;;ND-146/KNKL.0304/2024;16-02-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;14;;;;
904;LAP-0041/1/PRO-01/KNL.0304/01.03.01/2024;13-02-2024;31-01-2024;4318000;1 (satu) unit kendaraan bermotor roda dua berupa sepeda motor merk/tipe honda megapro GL 160 D nomor plat BP 3321 B;Kantor Pelayanan Kekayaan Negara dan Lelang Batam;Kantor Pelayanan Kekayaan Negara dan Lelang Batam - KPKNL_SUBBAG_UMUM;ND-46/KNL.030402/2024;Penilaian Properti;22-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-98/KNL.0304;29-01-2024;30-01-2024;;;;;;;;;;;;;;;ND-146/KNKL.0304/2024;16-02-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;14;;;;
905;LAP-0046/1/PRO-01/KNL.0304/01.03.01/2024;13-02-2024;31-01-2024;4054000;1 (satu) unit kendaraan bermotor roda dua berupa sepeda motor merk/tipe honda supra X 125 D (NF 125 TD) nomor plat BP 3327 B;Kantor Pelayanan Kekayaan Negara dan Lelang Batam;Kantor Pelayanan Kekayaan Negara dan Lelang Batam - KPKNL_SUBBAG_UMUM;ND-46/KNL.030402/2024;Penilaian Properti;22-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-98/KNL.0304;29-01-2024;30-01-2024;;;;;;;;;;;;;;;ND-146/KNKL.0304/2024;16-02-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;14;;;;
906;LAP-0011/1/PRO-01/KNL.0903/01.03.01/2024;27-02-2024;21-02-2024;3139000;Sisa Material Bongkaran Bangunan Renovasi Bangunan Permanen;Kantor Pelayanan Kekayaan Negara dan Lelang Pekalongan;Kantor Pelayanan Kekayaan Negara dan Lelang Pekalongan - KPKNL_PENILAIAN;B-217/M.3.45/Cpl.3/02/2024;Penilaian Properti;19-02-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-124/KNL.0903/2024;21-02-2024;21-02-2024;;;;;;;;;;;;;;;S-215/KNL.0903/2024;28-02-2024;Lain - lain;Sisa Material Bongkaran Renovasi Bangunan;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;1;;;;
907;LAP-0047/1/PRO-01/KNL.0304/01.03.01/2024;13-02-2024;31-01-2024;4745000;1 (satu) unit kendaraan bermotor roda dua berupa sepeda motor merk/tipe honda NF 125 TD (supra X 125) nomor plat BP 2105 B;Kantor Pelayanan Kekayaan Negara dan Lelang Batam;Kantor Pelayanan Kekayaan Negara dan Lelang Batam - KPKNL_SUBBAG_UMUM;ND-46/KNL.030402/2024;Penilaian Properti;22-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-98/KNL.0304;29-01-2024;30-01-2024;;;;;;;;;;;;;;;ND-146/KNKL.0304/2024;16-02-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;14;;;;
908;LAP-0024/1/PRO-01/KNL.1405/01.03.01/2024;01-03-2024;27-02-2024;649000;Limbah Padat Kendaraan Bermotor;Kantor Pelayanan Kekayaan Negara dan Lelang Kupang;Kantor Pelayanan Kekayaan Negara dan Lelang Denpasar - KPKNL_PKN;ND-2265/KNL.1401/2024;Penilaian Properti;21-02-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-105/KNL.1405/2024;27-02-2024;27-02-2024;;;;;;;;;;;;;;;ND-135/KNL.1405/2024;01-03-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;1;;;;
909;LAP-0026/1/PRO-01/KNL.1405/01.03.01/2024;01-03-2024;22-02-2024;1796000;Barang Rampasan 1 Unit Sepeda Motor;Kantor Pelayanan Kekayaan Negara dan Lelang Kupang;Kejaksaan Negeri Manggarai;B – 268/N.3.17/Cpl.3/02/2024;Penilaian Properti;13-02-2024;Barang Rampasan;1;ST-87/KNL.1405/2024;21-02-2024;22-02-2024;;;;;;;;;;;;;;;S-201/KNL.1405/2024;01-03-2024;Peralatan dan Mesin;;Penilaian Dalam Rangka Penugasan Lainnya;Lainnya;untuk pelelangan;1;;;;
910;LAP-0042/1/PRO-01/KNL.1203/01.02.01/2024;01-03-2024;27-02-2024;18206000;Sewa Sebagian Tanah dan Bangunan Untuk Penempatan Mesin ATM;Kantor Pelayanan Kekayaan Negara dan Lelang Banjarmasin;Kantor Pelayanan Kekayaan Negara dan Lelang Banjarmasin - KPKNL_SUBBAG_UMUM;ND-124/KNL.120302/2024;Penilaian Properti;16-02-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);2;ST-179/KNL.1203/2024;27-02-2024;27-02-2024;;;;;;;;;;;;;;;ND-201/KNL.1203/2024;01-03-2024;Tanah, Bangunan;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;2;;;;
911;LAP-007/1/PRO-01/KNL.1004/01.02.01/2024;23-02-2024;28-03-2024;10796000;Sebagian Tanah dan Bangunan;Kantor Pelayanan Kekayaan Negara dan Lelang Jember;RS BHAYANGKARA LUMAJANG;B/640/XII/LOG.8.1/2023/Rumkit;Penilaian Properti;16-02-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-134/KNL.1004/2024;23-02-2024;23-02-2024;;;;;;;;;;;;;;;S-384/KNL.1004/2024;28-02-2024;Bangunan;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;1;;;;
912;LAP-0023/1/PRO-01/KNL.0303/01.02.01/2024;29-02-2024;27-02-2024;18086000;penilaian sewa sebagian tanah untuk tempat usaha polres kuansing;Kantor Pelayanan Kekayaan Negara dan Lelang Pekanbaru;Kantor Pelayanan Kekayaan Negara dan Lelang Pekanbaru - KPKNL_PKN;ND-128/KNL.030302/2024;Penilaian Properti;22-02-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-161/KNL.0303/2024;26-02-2024;27-02-2024;;;;;;;;;;;;;;;ND-202/KNL.0303/2024;29-02-2024;Tanah;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;1;;;;
913;LAP-12/1/PRO-01/KNL.1402/01.02.01/2024;04-03-2024;23-02-2024;11895000;Sebagian tanah untuk ATM;Kantor Pelayanan Kekayaan Negara dan Lelang Singaraja;Kantor Pelayanan Kekayaan Negara dan Lelang Singaraja - KPKNL_PKN;ND-74/KNL.140202/2024;Penilaian Properti;16-02-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-97/KNL.1402/2024;23-02-2024;23-02-2024;;;;;;;;;;;;;;;ND-48/KNL.1402/PiPem.4/2024;04-03-2024;Tanah;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;1;;;;
914;LAP-19/1/PRO-01/KNL.0502/01.02.01/2024;19-02-2024;26-01-2024;21254000;Sewa Sebagian Tanah dan/atau Bangunan Koridor untuk Kabel Fiber Optik (PT SPN);Kantor Pelayanan Kekayaan Negara dan Lelang Bandar Lampung;Kantor Pelayanan Kekayaan Negara dan Lelang Bandar Lampung - KPKNL_PKN;ND-15/KNL.050202/2024;Penilaian Properti;11-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-53/KNL.0502/2024;24-01-2024;26-01-2024;;;;;;;;;;;;;;;ND-34/KNL.0502/PiPem.3/2024;19-02-2024;Tanah;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;4;;;;
915;LAP-0015/1/PRO-01/KNL.1102/01.02.01/2024;29-02-2024;27-02-2024;34059000;Sewa ATM;Kantor Pelayanan Kekayaan Negara dan Lelang Singkawang;Kantor Pelayanan Kekayaan Negara dan Lelang Pontianak - KPKNL_SUBBAG_UMUM;ND-177/KNL.1101/2024;Penilaian Properti;27-02-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-91/KNL.1102/2024;27-02-2024;27-02-2024;;;;;;;;;;;;;;;ND-177/KNL.1102/2024;29-02-2024;Tanah;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;1;;;;
916;LAP-0046/1/PRO-07/KNL.0301/07.03.01/2024;27-02-2024;02-02-2024;40000;Barang Milik Daerah Selain Tanah Dan/Atau Bangunan Berupa Limbah Padat (Scrap) Peralatan Kantor, Perlatan Rumah Tangga Dan Meubeler;Kantor Pelayanan Kekayaan Negara dan Lelang Padang;BPKD KABUPATEN SOLOK SELATAN;900/875/BPKD-2023;Penilaian Properti;18-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-81/KNL.0301/2024;29-01-2024;02-02-2024;;;;;;;;;;;;;;;S-295/KNL.0301/2024;27-02-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;4;;;;
917;LAP-0074/2/PRO-07/KNL.0503/01.03.01/2024;07-02-2024;26-01-2024;2152000;"Kendaraan Bermotor Roda Dua Jenis Sepeda motor 
Merk Yamaha RXK";Kantor Pelayanan Kekayaan Negara dan Lelang Metro;Kantor Pelayanan Kekayaan Negara dan Lelang Metro - KPKNL_PENILAIAN;900/05/V.09-WK/2024;Penilaian Properti;16-01-2024;Barang Milik Daerah;1;ST-42/KNL.0503/2024;25-01-2024;26-01-2024;;;;;;;;;;;;;;;S-105/KNL.0503/2024;07-01-2024;Peralatan dan Mesin;;Penilaian Barang Milik Daerah;Pemindahtanganan - Penjualan;;117;;;;
918;LAP-0094/2/PRO-07/KNL.0503/01.03.01/2024;07-02-2024;26-01-2024;75000;"Kendaraan Bermotor Roda Dua Jenis Sepeda motor 
Merk Honda Supra X";Kantor Pelayanan Kekayaan Negara dan Lelang Metro;Kantor Pelayanan Kekayaan Negara dan Lelang Metro - KPKNL_PENILAIAN;900/05/V.09-WK/2024;Penilaian Properti;16-01-2024;Barang Milik Daerah;1;ST-42/KNL.0503/2024;25-01-2024;26-01-2024;;;;;;;;;;;;;;;S-105/KNL.0503/2024;07-01-2024;Peralatan dan Mesin;;Penilaian Barang Milik Daerah;Pemindahtanganan - Penjualan;;117;;;;
919;LAP-0014/1/PRO-01/KNL.0902/01.02.01/2024;01-02-2024;10-01-2024;8918000;"BARANG MILIK NEGARA
SEBAGIAN BIDANG TANAH DAN BANGUNAN
KEPOLISIAN RESOR SUKOHARJO 
Jl. Lettu RM. Hartono, Godean, Wirun, Kec. Mojolaban, Kabupaten 
Sukoharjo, Jawa Tengah 57554";Kantor Pelayanan Kekayaan Negara dan Lelang Surakarta;Kantor Pelayanan Kekayaan Negara dan Lelang Surakarta - KPKNL_SUBBAG_UMUM;ND-11/KNL.090202/2024;Penilaian Properti;05-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST- 26/KNL.0902/2024;09-01-2024;10-01-2024;;;;;;;;;;;;;;;ND-42/KNL.0902/PiPem.4/2024;30-01-2024;Tanah, Bangunan;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;10;;;;
920;LAP-9/1/PRO-01/KNL.1401/01.03.01/2024;18-01-2024;16-01-2024;17545000;scrap;Kantor Pelayanan Kekayaan Negara dan Lelang Denpasar;Kantor Pelayanan Kekayaan Negara dan Lelang Denpasar - KPKNL_PKN;ND-557/KNL.140102/2023;Penilaian Properti;04-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-25/KNL.1401/2024;15-01-2024;16-01-2024;;;;;;;;;;;;;;;ND-122/KNL.1401/2024;19-01-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;1;;;;
921;LAP-0038/1/PRO-01/KNL.0304/01.03.01/2024;13-02-2024;31-01-2024;2615000;1 (satu) unit kendaraan bermotor roda dua berupa sepeda motor merk/tipe honda megapro GL 160 D nomor plat BP 3305 B;Kantor Pelayanan Kekayaan Negara dan Lelang Batam;Kantor Pelayanan Kekayaan Negara dan Lelang Batam - KPKNL_SUBBAG_UMUM;ND-46/KNL.030402/2024;Penilaian Properti;22-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-98/KNL.0304;29-01-2024;30-01-2024;;;;;;;;;;;;;;;ND-146/KNKL.0304/2024;16-02-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;14;;;;
