No;Nomor Laporan;Tanggal Laporan;Tanggal Penilaian;Nilai Wajar Laporan;Deskripsi Objek;Nama Unit;Pemohon ;Nomor Surat Permohonan;Kategori Penilaian;Tanggal Permohonan Diterima;Objek Penilaian;Jumlah Objek Laporan;Nomor Surat Tugas;Tanggal Mulai Survey ;Tanggal Selesai Survey;Nomor Surat Kelengkapan ;Tanggal Surat Kelengkapan ;Nomor Surat Balas Kelengkapan ;Tanggal Surat Balas Kelengkapan ;Nota Dinas Tenaga Bantuan ;Tanggal Nota Dinas Tenaga Bantuan ;Nomor Nota Dinas Balas Bantuan ;Tanggal Balas Bantuan ;Nomor Surat BATKD Kirim ;Tanggal Surat BATKD Kirim ;Nomor Balasan Pemohon BATKD;Tanggal Balasan Pemohon BATKD;Nomor BATKD;Tanggal BATKD;Nomor Surat Penyerahan ;Tanggal Penyerahan ;Jenis Objek ;Jenis Objek Lainnya ;Tujuan Penilaian 1;Tujuan Penilaian 2;Tujuan Penilaian Lainnya ;Total Objek Permohonan ;Nomor Surat Konfirmasi ;Tanggal Surat Konfirmasi ;Nomor Surat Balas Konfirmasi;Tanggal Surat Balas Konfirmasi
648;LAP-0009/1/PRO-01/KNL.0204/01.03.01/2024;02-02-2024;31-01-2024;4818000;Sepeda Motor Solo/ Honda Beat;Kantor Pelayanan Kekayaan Negara dan Lelang Padang Sidimpuan;Kantor Pelayanan Kekayaan Negara dan Lelang Padang Sidimpuan - KPKNL_PENILAIAN;B-145/L.2.35/Kpa/01/2024;Penilaian Properti;29-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-35/KNL.0204/2024;31-01-2024;31-01-2024;;;;;;;;;;;;;;;S-68/KNL.0204/2024;02-02-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;4;;;;
649;LAP-0010/1/PRO-01/KNL.0204/01.03.01/2024;02-02-2024;31-01-2024;360000;Telepon seluler/ Samsung;Kantor Pelayanan Kekayaan Negara dan Lelang Padang Sidimpuan;Kantor Pelayanan Kekayaan Negara dan Lelang Padang Sidimpuan - KPKNL_PENILAIAN;B-145/L.2.35/Kpa/01/2024;Penilaian Properti;29-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-35/KNL.0204/2024;31-01-2024;31-01-2024;;;;;;;;;;;;;;;S-68/KNL.0204/2024;02-02-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;4;;;;
650;LAP-0100/1/PRO-01/KNL.0203/01.03.01/2024;02-04-2024;20-03-2024;1276000;Sepeda motor merk honda beat BK 5020 OAF;Kantor Pelayanan Kekayaan Negara dan Lelang Kisaran;Kejaksaan Negeri Batu Bara;B-558/L.2.32/KPA.5/03/2024;Penilaian Properti;18-03-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-180/KNL.0203/2024;19-03-2024;20-03-2024;;;;;;;;;;;;;;;S-211/KNL.0203/2024;02-04-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;18;;;;
651;LAP-0052/1/PRO-01/KNL.1201/01.01.00/2024;26-02-2024;21-02-2024;3074000;Sewa sebagian tanah dan bangunan;Kantor Pelayanan Kekayaan Negara dan Lelang Palangkaraya;Kantor Pelayanan Kekayaan Negara dan Lelang Palangkaraya - KPKNL_PKN;ND-36/KNL.120102/2024;Penilaian Properti;19-02-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-87/KNL.1201/2024;21-02-2024;21-02-2024;;;;;;;;;;;;;;;ND-36/KNL.1201/Pi.Pem.4/2024;28-02-2024;Bangunan;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;1;;;;
652;LAP-0038/1/PRO-01/KNL.0901/01.02.01/2024;04-03-2024;22-02-2024;3036000;BMN Sewa Sebagian Tanah dan Bangunan;Kantor Pelayanan Kekayaan Negara dan Lelang Semarang;Kantor Pelayanan Kekayaan Negara dan Lelang Semarang - KPKNL_PKN;B-239/M.3.28/Cpl.3/01/2024;Penilaian Properti;20-02-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-493/KNL.0901/2024;22-02-2024;22-02-2024;;;;;;;;;;;;;;;ND-63/KNL.0901/PiPem.4/2024;04-03-2024;Tanah;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;1;;;;
653;LAP-0222/1/PRO-01/KNL.1601/01.03.01/2024;04-04-2024;28-03-2024;12745000;selain tanah dan/atau bangunan berupaSepeda Motor Nup 47 (No.Polisi 1282-XV);Kantor Pelayanan Kekayaan Negara dan Lelang Manado;Kantor Pelayanan Kekayaan Negara dan Lelang Manado - KPKNL_PKN;B/118/I/LOG.7.2/2024;Penilaian Properti;22-03-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-292/KNL.1601/2024;27-03-2024;28-03-2024;;;;;;;;;;;;;;;ND-87/KNL16.01/PiPem.4/2024;04-04-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;5;;;;
654;LAP-0223/1/PRO-01/KNL.1601/01.03.01/2024;04-04-2024;28-03-2024;14296000;selain tanah dan/atau bangunan berupa Sepeda Motor Nup 48 (No.Polisi 1284-XV);Kantor Pelayanan Kekayaan Negara dan Lelang Manado;Kantor Pelayanan Kekayaan Negara dan Lelang Manado - KPKNL_PKN;B/118/I/LOG.7.2/2024;Penilaian Properti;22-03-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-292/KNL.1601/2024;27-03-2024;28-03-2024;;;;;;;;;;;;;;;ND-87/KNL16.01/PiPem.4/2024;04-04-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;5;;;;
655;LAP-0057/1/PRO-01/KNL.1401/01.02.01/2024;01-04-2024;21-03-2024;9215000;5 unit bangunan untuk kantin;Kantor Pelayanan Kekayaan Negara dan Lelang Denpasar;Kantor Pelayanan Kekayaan Negara dan Lelang Denpasar - KPKNL_PKN;ND-144/KNL.140102/2023;Penilaian Properti;08-03-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-438/KNL.1401/2024;21-03-2024;21-03-2024;;;;;;;;;;;;;;;ND-456/KNL.1401/2024;01-04-2024;Bangunan;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;1;;;;
656;LAP-0063/1/PRO-01/KNL.1401/01.02.01/2024;05-04-2024;28-03-2024;16499000;BMN berupa sebagian bangunan untuk kantin;Kantor Pelayanan Kekayaan Negara dan Lelang Denpasar;Kantor Pelayanan Kekayaan Negara dan Lelang Denpasar - KPKNL_PKN;163/KNL.140102/2024;Penilaian Properti;20-03-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-485/KNL.1401/2024;28-03-2024;28-03-2024;;;;;;;;;;;;;;;ND-504/KNL.1401/2024;05-04-2024;Bangunan;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;1;;;;
657;LAP-0072/1/PRO-01/KNL.1203/01.02.01/2024;02-04-2024;15-03-2024;5128300;Sewa Barang Milik Negara Berupa Sebagian Tanah dan Sejumlah Dua Bidang;Kantor Pelayanan Kekayaan Negara dan Lelang Banjarmasin;Kantor Pelayanan Kekayaan Negara dan Lelang Balikpapan - KPKNL_PKN;ND-60/KNL.130102/2024;Penilaian Properti;06-02-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-240/KNL.1203/2024;07-03-2024;15-03-2024;;;;;;;;;;;;;;;ND-309/KNL.1203/2024;03-04-2024;Tanah;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;14;;;;
658;LAP-0077/1/PRO-01/KNL.1203/01.02.01/2024;02-04-2024;15-03-2024;7610000;Sewa Barang Milik Negara Berupa Sebagian Tanah;Kantor Pelayanan Kekayaan Negara dan Lelang Banjarmasin;Kantor Pelayanan Kekayaan Negara dan Lelang Balikpapan - KPKNL_PKN;ND-60/KNL.130102/2024;Penilaian Properti;06-02-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-240/KNL.1203/2024;07-03-2024;15-03-2024;;;;;;;;;;;;;;;ND-309/KNL.1203/2024;03-04-2024;Tanah;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;14;;;;
659;LAP-0078/1/PRO-01/KNL.1203/01.02.01/2024;02-04-2024;15-03-2024;7626000;Sewa Barang Milik Negara Berupa Sebagian Tanah;Kantor Pelayanan Kekayaan Negara dan Lelang Banjarmasin;Kantor Pelayanan Kekayaan Negara dan Lelang Balikpapan - KPKNL_PKN;ND-60/KNL.130102/2024;Penilaian Properti;06-02-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-240/KNL.1203/2024;07-03-2024;15-03-2024;;;;;;;;;;;;;;;ND-309/KNL.1203/2024;03-04-2024;Tanah;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;14;;;;
660;LAP-0170/1/PRO-01/KNL.0304/01.03.01/2024;19-04-2024;05-04-2024;396000;Limbah Padat (scrap) berupa perahu karet tanpa mesin;Kantor Pelayanan Kekayaan Negara dan Lelang Batam;Kantor Pelayanan Kekayaan Negara dan Lelang Batam - KPKNL_SUBBAG_UMUM;ND-132/KNL.030402/2024;Penilaian Properti;23-03-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-385/KNL.0304/2024;03-04-2024;03-04-2024;;;;;;;;;;;;;;;ND-115/KNL.0304/PiPem.4/2024;19-04-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;1;;;;
661;LAP-0004/1/PRO-01/KNL.0204/01.03.01/2024;26-01-2024;23-01-2024;18088000;Mobil Penumpang Sedan/ Mitsubishi Lancer;Kantor Pelayanan Kekayaan Negara dan Lelang Padang Sidimpuan;Kejaksaan Negeri Padangsidimpuan;B-522/L.2.15/Kpa.5/01/2024;Penilaian Properti;22-01-2024;Barang Rampasan;1;ST-23/KNL.0204/2024;23-01-2024;23-01-2024;;;;;;;;;;;;;;;S-57/KNL.0204/2024;26-01-2024;Peralatan dan Mesin;;Penilaian Barang Sitaan Guna Penjualan Secara Lelang;Lainnya;PERMOHONAN PENILAIAN HARGA WAJAR BARANG RAMPASAN NEGARA;3;;;;
662;LAP-0003/1/PRO-01/KNL.1503/01.02.01/2024;13-02-2024;02-02-2024;34180000;Sewa sebagian tanah untuk ATM untuk jangka waktu 2 tahun;Kantor Pelayanan Kekayaan Negara dan Lelang Pare-Pare;Kantor Pelayanan Kekayaan Negara dan Lelang Kupang - KPKNL_PKN;ND-121/KNL.1503/2024;Penilaian Properti;29-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-29/KNL.1503/2024;31-01-2024;02-02-2024;;;;;;;;;;;;;;;ND-20/KNL.1503/PiPem.4/2024;13-02-2024;Tanah;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;5;;;;
663;LAP-0051/1/PRO-01/KNL.0201/01.02.01/2024;13-02-2024;02-02-2024;59781000;tanah untuk jalan/ Nasional (Nup 310) untuk pemanfaatan pembangunan/ penempatan kabel fiber serat optik;Kantor Pelayanan Kekayaan Negara dan Lelang Medan;Kantor Pelayanan Kekayaan Negara dan Lelang Medan - KPKNL_PKN;ND-57/KNL.020102/2024;Penilaian Properti;17-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST246/KNL.0201/2024 dan ST- 245/KNL.0201/2024;31-01-2024;02-02-2024;;;;;;;;;;;;;;;ND-45/KNL.0201/PiPem.3/2024;13-02-2024;Tanah;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;2;;;;
664;LAP-0022/1/PRO-01/KNL.0901/01.03.01/2024;05-02-2024;23-01-2024;7372000;BMN Selain Tanah dan Bangunan;Kantor Pelayanan Kekayaan Negara dan Lelang Semarang;Kantor Pelayanan Kekayaan Negara dan Lelang Semarang - KPKNL_PKN;ND-88/KNL.090102/2024;Penilaian Properti;18-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-245/KNL.0901/2024;23-01-2024;23-01-2024;;;;;;;;;;;;;;;ND-39/KNL.0901/PiPem.4/2024;05-02-2024;Scrap;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;1;;;;
665;LAP-0036/1/PRO-07/KNL.1203/07.03.01/2024;16-02-2024;12-02-2024;153879000;Mini Bus (Penumpang 14 Orang Kebawah) Sejumlah Satu Unit;Kantor Pelayanan Kekayaan Negara dan Lelang Banjarmasin;Badan Pengelolaan Keuangan dan Aset Daerah;000.2.3.2/0332/BPKAD;Penilaian Properti;26-01-2024;Barang Milik Negara (pada Pengelola Barang);1;ST-100/KNL.1203/2024;12-02-2024;12-02-2024;;;;;;;;;;;;;;;S-175/KNL.1203/2024;16-02-2024;Peralatan dan Mesin;;Penilaian Barang Milik Daerah;Pemindahtanganan - Penjualan;;1;;;;
666;LAP-0008/1/PRO-01/KNL.1102/01.03.01/2024;16-02-2024;01-02-2024;175384000;Barang Rampasan berupa 1 bidang tanah luas 127 m2 berikut bangunan;Kantor Pelayanan Kekayaan Negara dan Lelang Singkawang;KEJAKSAAN NEGERI PONTIANAK;B-231/O.1.10/Kpa.5/01/2024;Penilaian Properti;30-01-2024;Barang Rampasan;1;ST-44/KNL.1102/2024;01-02-2024;01-02-2024;;;;;;;;;;;;;;;S-63/KNL.1102/2024;16-02-2024;Tanah, Bangunan;;Penilaian Barang Milik Negara;Pemindahtanganan - Lainnya;Penjualan;3;;;;
667;LAP-0010/1/PRO-01/KNL.1102/01.03.01/2024;16-02-2024;06-02-2024;79163000;Barang Eks Tegahan Bea Cukai berupa mobil merek Toyota Hilux DC;Kantor Pelayanan Kekayaan Negara dan Lelang Singkawang;KPPBC TMPC Jagoi Babang;ND-88/KBC.1406/2024;Penilaian Properti;01-02-2024;Barang eks Kepabeanan dan Cukai;1;ST-..../KNL.1102/2024;06-02-2024;06-02-2024;;;;;;;;;;;;;;;ND-150/KNL.1102/2024;16-02-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;1;;;;
668;LAP-0016/1/PRO-01/KNL.0301/01.02.01/2024;13-02-2024;07-02-2024;29886000;Barang Milik Negara Berupa Sebagian Tanah Kepolisian Daerah Sumatera Barat;Kantor Pelayanan Kekayaan Negara dan Lelang Padang;Kantor Pelayanan Kekayaan Negara dan Lelang Padang - KPKNL_PKN;ND-70/KNL.030102/2024;Penilaian Properti;06-02-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-112/KNL.0301/2024;07-02-2024;07-02-2024;;;;;;;;;;;;;;;ND-126/KNL.0301/2024;13-02-2024;Tanah;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;1;;;;
669;LAP-0028/1/PRO-01/KNL.0901/01.03.01/2024;16-02-2024;31-01-2024;561658000;BMN Barang Rampasan Negara Selain Tanah dan Bangunan;Kantor Pelayanan Kekayaan Negara dan Lelang Semarang;Kantor Pelayanan Kekayaan Negara dan Lelang Semarang - KPKNL_PKN;B-1695/M.3.21/Kpa.5/12/2023;Penilaian Properti;30-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);6;ST-321/KNL.0901/2024;31-01-2024;31-01-2024;;;;;;;;;;;;;;;ND-48/KNL.0901/PiPem.4/2024;16-02-2024;Lain - lain;Barang Rampasan;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;6;;;;
670;LAP-0051/1/PRO-01/KNL.0402/01.03.01/2024;13-02-2024;05-02-2024;14012000;kendaraan bermotor;Kantor Pelayanan Kekayaan Negara dan Lelang Palembang;Kantor Pelayanan Kekayaan Negara dan Lelang Palembang - KPKNL_PKN;ND-143/KNL.040202/2024;Penilaian Properti;01-02-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-163/KNL.0402/2024;05-02-2024;05-02-2024;;;;;;;;;;;;;;;ND-238/KNL.0402/2024;13-02-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;1;;;;
671;LAP-0005/1/PRO-01/KNL.1004/01.03.01/2024;28-02-2024;23-02-2024;4045000;Material Bongkaran Pada Bangunan Yang Akan Dibongkar (Eks satu unit bangunan rumah negara golongan II Tipe C Permanen NUP 1);Kantor Pelayanan Kekayaan Negara dan Lelang Jember;Kantor Pelayanan Kekayaan Negara dan Lelang Jember - KPKNL_PKN;B-90/M.5.28/Cpl/01/2024;Penilaian Properti;15-02-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-129/KNL.1004/2024;23-02-2024;23-02-2024;;;;;;;;;;;;;;;ND-8/KNL.1004/PiPem.3/2024;28-02-2024;Bangunan;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;1;;;;
672;LAP-0048/2/PRO-07/KNL.0503/01.03.01/2024;07-02-2024;26-01-2024;75000;"Kendaraan Bermotor Roda Dua Jenis Sepeda motor 
Merk SUZUKI Type : 125";Kantor Pelayanan Kekayaan Negara dan Lelang Metro;Kantor Pelayanan Kekayaan Negara dan Lelang Metro - KPKNL_PENILAIAN;900/05/V.09-WK/2024;Penilaian Properti;16-01-2024;Barang Milik Daerah;1;ST-42/KNL.0503/2024;25-01-2024;26-01-2024;;;;;;;;;;;;;;;S-105/KNL.0503/2024;07-01-2024;Peralatan dan Mesin;;Penilaian Barang Milik Daerah;Pemindahtanganan - Penjualan;;117;;;;
673;LAP-0057/1/PRO-01/KNL.0901/01.02.01/2024;22-03-2024;07-03-2024;26242000;BMN Sewa Sebagian Tanah dan Bangunan;Kantor Pelayanan Kekayaan Negara dan Lelang Semarang;Kantor Pelayanan Kekayaan Negara dan Lelang Semarang - KPKNL_PKN;0420/K.k.11.20/1/KS.03.1/01/2024;Penilaian Properti;05-03-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);2;ST-688/KNL.0901/2024;07-03-2024;07-03-2024;;;;;;;;;;;;;;;ND-80/KNL.0901/PiPem.4/2024;22-03-2024;Tanah;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;2;;;;
674;LAP-0064/1/PRO-01/KNL.0301/07.03.01/2024;04-04-2024;22-03-2024;740000;Barang Milik Daerah berupa 1 (satu) Unit Kendaraan Bermotor;Kantor Pelayanan Kekayaan Negara dan Lelang Padang;Badan Keuangan Daerah Kota Solok;900/887/BKD/2023;Penilaian Properti;13-03-2024;Barang Milik Daerah;1;ST-255/KNL.0301/2024;19-03-2024;22-03-2024;;;;;;;;;;;;;;;S-497/KNL.0301/2024;04-04-2024;Peralatan dan Mesin;;Penilaian Barang Milik Daerah;Pemindahtanganan - Penjualan;;12;;;;
675;LAP-0046/1/PRO-01/KNL.1101/01.03.01/2024;02-04-2024;26-03-2024;1965597000;Handphone, emas, sepeda motor, sepeda engkol;Kantor Pelayanan Kekayaan Negara dan Lelang Pontianak;KEJAKSAAN NEGERI PONTIANAK;B-1129/O.1.10/Kpa.5/02/2024;Penilaian Properti;18-03-2024;Barang Rampasan;7;ST-312/KNL.1101/2024;26-03-2024;27-03-2024;;;;;;;;;;;;;;;;;Lain - lain;BBM,KAPAL,SEPEDA MOTOR, SEPEDA, HP, SAMPAN DAN LANTAKAN PUTIH;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;10;;;;
676;LAP-0041/1/PRO-01/KNL.0501/01.02.01/2024;02-04-2024;28-03-2024;1980050;Sewa Sebagian Tanah;Kantor Pelayanan Kekayaan Negara dan Lelang Bengkulu;Kantor Pelayanan Kekayaan Negara dan Lelang Bengkulu - KPKNL_PKN;KU.102/1/4/BPTD.BKL/2024;Penilaian Properti;25-03-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);3;ST-175/KNL.0501/2024;26-03-2024;28-03-2024;;;;;;;;;;;;;;;ND-230/KNL.0501/2024;03-04-2024;Tanah;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;3;;;;
677;LAP-8/1/PRO-01/KNL.0502/01.02.01/2024;29-01-2024;26-01-2024;1352000;Sewa sebagian Tanah dan/atau Bangunan;Kantor Pelayanan Kekayaan Negara dan Lelang Bandar Lampung;Kantor Pelayanan Kekayaan Negara dan Lelang Bandar Lampung - KPKNL_PKN;148/SEK.PTA.W8-A/PL1.2/I/2024;Penilaian Properti;17-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-65/KNL.0502/2024;26-01-2024;26-01-2024;;;;;;;;;;;;;;;ND-16/KNL.0502/2024;29-01-2024;Tanah;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;1;;;;
678;LAP-0045/1/PRO-01/KNL.1201/01.01.00/2024;19-02-2024;30-01-2024;156574000;Rumah tinggal;Kantor Pelayanan Kekayaan Negara dan Lelang Palangkaraya;Kejaksaan Negeri Katingan;B-6/O.2.18/Kpa.5/01/2024;Penilaian Properti;19-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-17/KNL.1201/2024;29-01-2024;30-01-2024;;;;;;;;;;;B-350/O.2.18/Kpa.5/02/2024;06-02-2024;BATKD-02/KNL.1201/2024;30-01-2024;S-132/KNL.1201/2024;20-02-2024;Tanah, Bangunan;;Penilaian Barang Sitaan Guna Penjualan Secara Lelang;Lainnya;Peilaian Barang Rampasan Kejaksaan Negeri Katingan;6;;;;
679;LAP-0014/1/PRO-01/KNL.1701/01.03.01/2024;02-02-2024;25-01-2024;78720000;Laporan penilaian BMN pada Lantamal IX;Kantor Pelayanan Kekayaan Negara dan Lelang Ambon;Pangkalan Utama TNI AL IX;B/12/I/2024;Penilaian Properti;23-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);6;ST-38/KNL.1701/2024;25-01-2024;25-01-2024;;;;;;;;;;;;;;;S-47/KNL.1701/2024;02-02-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;6;;;;
680;LAP-0015/1/PRO-01/KNL.1701/01.01.00/2024;07-02-2024;26-01-2024;688000000;Laporan penilaian BMN pada PPN Ambon;Kantor Pelayanan Kekayaan Negara dan Lelang Ambon;PPN Ambon;B.200/PPN-A/PL.730/I/2024;Penilaian Properti;24-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-41/KNL.1701/2024;26-01-2024;26-01-2024;;;;;;;;;;;;;;;S-59/KNL.1701/2024;07-02-2024;Bangunan;;Penilaian Barang Milik Negara;Penyusunan Neraca Pemerintah Pusat;;1;;;;
681;LAP-0040/1/PRO-01/KNL.1201/01.02.01/2024;07-02-2024;31-01-2024;26637000;Sewa sebagian tanah dan bangunan untuk koperasi;Kantor Pelayanan Kekayaan Negara dan Lelang Palangkaraya;Kantor Pelayanan Kekayaan Negara dan Lelang Palangkaraya - KPKNL_PKN;ND-19/KNL.120102/2023;Penilaian Properti;25-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-22/KNL.1201/2024;31-01-2024;31-01-2024;;;;;;;;;;;;;;;ND-22/KNL.1201/PiPem.4/2024;07-02-2024;Tanah;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;1;;;;
682;LAP-0012/1/PRO-01/KNL.1102/01.02.01/2024;26-02-2024;25-02-2024;172294998;Tanah Koridor;Kantor Pelayanan Kekayaan Negara dan Lelang Singkawang;Satuan Kerja Pelaksanaan Jalan Nasional Wilayah I Provinsi Kalimantan Barat;PS 03.01/Bb20.5/50;Penilaian Properti;20-02-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);6;ST-74/KNL.1102/2024;21-02-2024;25-02-2024;;;;;;;;;;;;;;;ND-167/KNL.1102/2024;27-02-2024;Tanah;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;6;;;;
683;LAP-0063/1/PRO-01/KNL.0301/07.03.01/2024;04-04-2024;22-03-2024;39630000;Barang Milik Daerah berupa 3 (tiga) Unit Kendaraan Bermotor;Kantor Pelayanan Kekayaan Negara dan Lelang Padang;Badan Keuangan Daerah Kota Solok;900/887/BKD/2023;Penilaian Properti;13-03-2024;Barang Milik Daerah;3;ST-255/KNL.0301/2024;19-03-2024;22-03-2024;;;;;;;;;;;;;;;S-497/KNL.0301/2024;04-04-2024;Peralatan dan Mesin;;Penilaian Barang Milik Daerah;Pemindahtanganan - Penjualan;;12;;;;
684;LAP-0060/1/PRO-01/KNL.1401/01.02.01/2024;04-04-2024;27-03-2024;1511001;loket bpjs;Kantor Pelayanan Kekayaan Negara dan Lelang Denpasar;Kantor Pelayanan Kekayaan Negara dan Lelang Denpasar - KPKNL_PKN;ND-161/KNL.140102/2024;Penilaian Properti;18-03-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);2;ST-472;27-03-2024;27-03-2024;;;;;;;;;;;;;;;ND-500/KNL.1401/2024;04-04-2024;Tanah, Bangunan;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;2;;;;
685;LAP-0055/1/PRO-01/KNL.0901/03.01.00/2024;22-03-2024;29-02-2024;3018694000;Barang Jaminan;Kantor Pelayanan Kekayaan Negara dan Lelang Semarang;Kantor Pelayanan Kekayaan Negara dan Lelang Semarang - KPKNL_PKN;ND-43/KNL.0901/2024;Penilaian Properti;05-03-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-600/KNL.0902/2024;28-02-2024;01-03-2024;;;;;;;;;;;;;;;ND-83/KNL.0901/PiPem.4/2024;22-03-2024;Tanah;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;4;;;;
686;LAP-0074/1/PRO-01/KNL.1203/01.02.01/2024;02-04-2024;15-03-2024;9541000;Sewa Barang Milik Negara Berupa Sebagian Tanah Sejumlah Tujuh Bidang;Kantor Pelayanan Kekayaan Negara dan Lelang Banjarmasin;Kantor Pelayanan Kekayaan Negara dan Lelang Balikpapan - KPKNL_PKN;ND-60/KNL.130102/2024;Penilaian Properti;06-02-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-240/KNL.1203/2024;07-03-2024;15-03-2024;;;;;;;;;;;;;;;ND-309/KNL.1203/2024;03-04-2024;Tanah;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;14;;;;
687;LAP-0041/1/PRO-01/KNL.0601/01.02.01/2024;25-03-2024;22-03-2024;307255000;Sewa sebagian tanah BMN pada Kementerian Kelautan dan Perikanan c.q. PPN Karangantu (sewa untuk pemanfaatan usaha docking kapal) di Jalan Pelelangan Ikan Karangantu, Pelabuhan Perikanan Nusantara Karangantu, Kec. Kasemen, Kota Serang, Banten;Kantor Pelayanan Kekayaan Negara dan Lelang Serang;Kantor Pelayanan Kekayaan Negara dan Lelang Serang - KPKNL_PKN;ND-155/KNL.060102/2024;Penilaian Properti;14-03-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-000/KNL.0601/2024;21-03-2024;22-03-2024;;;;;;;;;;;;;;;ND-233/KNL.0601/2024;25-03-2024;Tanah;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;1;;;;
